candidate_id	species	tox_fasta_path	signalp_call	signalp_score	len_aa	n_cys	cys_density	cys_grammar	cys_gaps	net_charge_pH7	gravy	aromaticity	instability_index	signalp_prediction	is_secreted	plddt_source	plddt_mean	plddt_std	plddt_frac_ge_70	plddt_frac_ge_80	plddt_frac_ge_90	dssp_n_res	sec_helix_frac	sec_sheet_frac	sec_coil_frac	sasa_total	rsa_mean	rsa_std	core_fraction_rsa_le_thr	hydrophobic_exposed_frac	n_ca	rg	contact_density	n_contact_pairs	n_cys_sg	n_disulfide_pairs	disulfide_pairs	struct_pass	gravy_1_20	priority_score_simple
amphimallon_solstitiale_1	Amphimallon_solstitiale	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Amphimallon_solstitiale/GKIQ00000000.toxin_renomeado.fasta	1	0.999842	80	10	0.125	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	1.0999999999999996	0.265	0.0875	25.543749999999996	SP(Sec/SPI)	1	json	83.49452054794521	16.017264436978568	0.7431506849315068	0.6643835616438356	0.553082191780822	80.0	0.2125	0.25	0.5375	6770.724435795166	0.4891983234916449	0.24955040474911905	0.2125	0.8666666666666667	80.0	20.287288089739686	7.925	317.0	10.0	5.0	A24-A59;A33-A55;A37-A51;A41-A79;A61-A73	1.0	0.265	1.1144890410958905
diphucephala_sp_3	Diphucephala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Diphucephala_sp/Diphucephala_sp.fas.pasta.toxin_renomeado.fasta	1	0.9912	83	11	0.13253012048192772	C-x(7)-C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	7,8,3,3,9,3,3,1,11,5	5.199999999999999	0.24337349397590358	0.04819277108433735	31.334939759036143	SP(Sec/SPI)	1	json	84.65827302631578	16.057860710664052	0.7467105263157895	0.6924342105263158	0.5970394736842105	83.0	0.2289156626506024	0.24096385542168675	0.5301204819277109	7099.637757723913	0.4914155818578414	0.25031859353292474	0.24096385542168675	0.8148148148148148	83.0	23.041856503770887	7.807228915662651	324.0	11.0	5.0	A27-A62;A36-A58;A40-A54;A44-A82;A64-A76	1.0	0.24337349397590358	1.1132924496670895
euoniticellus_fulvus_1	Euoniticellus_fulvus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Euoniticellus_fulvus/GKIT00000000.toxin_renomeado.fasta	1	0.999889	77	10	0.12987012987012986	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,7,3,3,1,11,5	3.0	0.22337662337662328	0.11688311688311687	25.235194805194805	SP(Sec/SPI)	1	json	86.0443652173913	11.509687363510215	0.8834782608695653	0.7078260869565217	0.5113043478260869	77.0	0.2077922077922078	0.2857142857142857	0.5064935064935064	6496.951995541717	0.4864192077853329	0.24807164787551864	0.23376623376623376	0.8387096774193549	77.0	20.25348717590672	7.766233766233766	299.0	10.0	5.0	A24-A57;A33-A53;A37-A49;A41-A77;A59-A71	1.0	0.22337662337662328	1.110400418746471
tenebrio_molitor_2	Tenebrio_molitor	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Tenebrio_molitor/Tenebrio_molitor.fas.pasta.toxin_renomeado.fasta	1	0.998506	85	11	0.12941176470588237	C-x(16)-C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	16,8,3,3,7,3,3,1,11,5	3.0	0.25764705882352945	0.09411764705882353	10.994117647058822	SP(Sec/SPI)	1	json	80.02014173228345	20.43676435887606	0.662992125984252	0.6062992125984252	0.5244094488188976	85.0	0.3176470588235294	0.23529411764705882	0.4470588235294118	7510.371819012949	0.4926283255883623	0.2164729025111427	0.16470588235294117	0.9032258064516129	85.0	22.889799474028724	7.882352941176471	335.0	11.0	5.0	A32-A65;A41-A61;A45-A57;A49-A85;A67-A79	1.0	0.25764705882352945	1.1068049893469198
sophrops_sp_1	Sophrops_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Sophrops_sp/GKKB00000000.toxin_renomeado.fasta	1	0.99978	80	11	0.1375	C-x(17)-C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	17,8,3,3,9,3,3,1,11,5	3.0999999999999996	0.18249999999999994	0.075	27.781249999999996	SP(Sec/SPI)	1	json	87.6156594323873	10.528097592747278	0.9215358931552587	0.7345575959933222	0.5559265442404007	80.0	0.2125	0.25	0.5375	6821.606377462775	0.4776690270688254	0.24486208837249834	0.225	0.8846153846153846	80.0	20.072076219787746	8.05	322.0	11.0	5.0	A24-A59;A33-A55;A37-A51;A41-A79;A61-A73	1.0	0.18249999999999994	1.1052313188647747
lepiserica_sp_1	Lepiserica_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Lepiserica_sp/GKKQ00000000.toxin_renomeado.fasta	1	0.999881	78	10	0.1282051282051282	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	6.1	0.1948717948717949	0.07692307692307693	27.726923076923075	SP(Sec/SPI)	1	json	83.36765920826161	13.779857985006924	0.8278829604130808	0.6196213425129088	0.4406196213425129	78.0	0.24358974358974358	0.2564102564102564	0.5	6721.83305959545	0.48425323728994313	0.23669151523115284	0.20512820512820512	0.8214285714285714	78.0	19.795882695249773	7.794871794871795	304.0	10.0	5.0	A23-A58;A32-A54;A36-A50;A40-A78;A60-A72	1.0	0.1948717948717949	1.097504549185754
scitalia_sp_3	Scitalia_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Scitalia_sp/GKKH00000000.toxin_renomeado.fasta	1	0.999916	78	11	0.14102564102564102	C-x(16)-C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	16,8,3,3,9,3,3,1,11,5	5.1	0.18333333333333335	0.08974358974358976	38.75897435897434	SP(Sec/SPI)	1	json	83.1997539543058	17.31303073789731	0.7258347978910369	0.6836555360281195	0.5905096660808435	78.0	0.038461538461538464	0.2692307692307692	0.6923076923076923	6932.005879422235	0.509361685482562	0.27005031821268144	0.24358974358974358	0.8518518518518519	78.0	20.53244007294985	7.743589743589744	302.0	11.0	5.0	A22-A57;A31-A53;A35-A49;A39-A77;A59-A71	1.0	0.18333333333333335	1.0974892514983552
sisyphus_schaefferi_3	Sisyphus_schaefferi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Sisyphus_schaefferi/GKIS00000000.toxin_renomeado.fasta	1	0.999884	76	10	0.13157894736842105	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,7,3,3,1,11,5	3.1999999999999993	0.15657894736842104	0.10526315789473684	35.77513157894736	SP(Sec/SPI)	1	json	86.24041958041957	12.345469632756904	0.8566433566433567	0.701048951048951	0.5437062937062938	76.0	0.19736842105263158	0.27631578947368424	0.5263157894736842	6553.158536779356	0.4885716007390338	0.2376410776590876	0.21052631578947367	0.8571428571428571	76.0	19.619260522859054	7.868421052631579	299.0	10.0	5.0	A23-A56;A32-A52;A36-A48;A40-A76;A58-A70	1.0	0.15657894736842104	1.0945203128450498
copris_lunaris_1	Copris_lunaris	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Copris_lunaris/GKIU00000000.toxin_renomeado.fasta	1	0.999858	77	10	0.12987012987012986	C-x(8)-C-x(3)-C-x(3)-C-x(8)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,8,3,3,1,11,5	4.1	0.1727272727272728	0.11688311688311688	28.02597402597403	SP(Sec/SPI)	1	json	82.62486865148863	13.734255119473191	0.7933450087565674	0.6042031523642732	0.44658493870402804	77.0	0.18181818181818182	0.2727272727272727	0.5454545454545454	6666.613309075752	0.49387939068282055	0.23840902504415654	0.22077922077922077	0.8620689655172413	77.0	19.931810889110857	7.6103896103896105	293.0	10.0	5.0	A23-A57;A32-A53;A36-A49;A40-A77;A59-A71	1.0	0.1727272727272728	1.090899087952328
onthophagus_similis_1	Onthophagus_similis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Onthophagus_similis/Onthophagus_similis.fas.pasta.toxin_renomeado.fasta	1	0.999894	76	10	0.13157894736842105	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,7,3,3,1,11,5	3.0	0.1407894736842104	0.13157894736842105	31.73697368421053	SP(Sec/SPI)	1	json	85.87762652705062	12.9111671277419	0.837696335078534	0.6928446771378709	0.5445026178010471	76.0	0.21052631578947367	0.2631578947368421	0.5263157894736842	6501.772432140082	0.4820196240019974	0.2366129908742479	0.19736842105263158	0.8387096774193549	76.0	19.438207386719245	7.947368421052632	302.0	10.0	5.0	A23-A56;A32-A52;A36-A48;A40-A76;A58-A70	1.0	0.1407894736842104	1.0898473583172592
serica_brunnea_2	Serica_brunnea	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Serica_brunnea/Serica_brunnea.fas.pasta.toxin_renomeado.fasta	1	0.999868	78	10	0.1282051282051282	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	5.1	0.17179487179487193	0.11538461538461539	25.67179487179487	SP(Sec/SPI)	1	json	80.45369676320274	18.689272295635682	0.7001703577512777	0.6218057921635435	0.4906303236797274	78.0	0.10256410256410256	0.2564102564102564	0.6410256410256411	7283.234718971459	0.5229619664184877	0.2634784194966168	0.24358974358974358	0.7931034482758621	78.0	21.354079402567645	7.564102564102564	295.0	10.0	5.0	A23-A58;A32-A54;A36-A50;A40-A78;A60-A72	1.0	0.17179487179487193	1.0859073935264056
melanotus_villosus_1	Melanotus_villosus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Melanotus_villosus/Melanotus_villosus.fas.pasta.toxin_renomeado.fasta	1	0.99971	91	10	0.10989010989010989	C-x(8)-C-x(3)-C-x(3)-C-x(6)-C-x(6)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,6,6,3,1,11,5	3.0	0.18461538461538446	0.07692307692307693	28.192307692307686	SP(Sec/SPI)	1	json	78.9250879765396	23.42915291932653	0.6950146627565983	0.6407624633431085	0.5601173020527859	91.0	0.1978021978021978	0.2087912087912088	0.5934065934065934	8385.388685545056	0.5160439576055028	0.2634651478801882	0.1978021978021978	0.8333333333333334	91.0	26.06768123267676	7.274725274725275	331.0	10.0	5.0	A30-A65;A39-A61;A43-A54;A47-A85;A67-A79	1.0	0.18461538461538446	1.081476549579453
triodontella_sp_4	Triodontella_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Triodontella_sp/GKKL00000000.toxin_renomeado.fasta	1	0.999907	77	10	0.12987012987012986	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	4.1	0.11818181818181814	0.07792207792207792	32.15974025974026	SP(Sec/SPI)	1	json	84.32280701754387	15.32978198244921	0.7947368421052632	0.6666666666666666	0.5719298245614035	77.0	0.2597402597402597	0.2597402597402597	0.4805194805194805	6423.4745037013645	0.4698028776938538	0.23215305004010567	0.23376623376623376	0.8888888888888888	77.0	18.076828291548786	8.103896103896103	312.0	10.0	5.0	A22-A57;A31-A53;A35-A49;A39-A77;A59-A71	1.0	0.11818181818181814	1.0806586010480748
phyllotocus_sp_2	Phyllotocus_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Phyllotocus_sp/GKKF00000000.toxin_renomeado.fasta	1	0.999884	78	11	0.14102564102564102	C-x(16)-C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	16,8,3,3,9,3,3,1,11,5	5.199999999999999	0.11410256410256416	0.11538461538461539	26.643589743589743	SP(Sec/SPI)	1	json	82.97971186440678	18.48171101712089	0.7423728813559322	0.6847457627118644	0.5966101694915255	78.0	0.038461538461538464	0.2564102564102564	0.7051282051282052	7215.487491861569	0.5093259164326204	0.26661004242890496	0.20512820512820512	0.84	78.0	21.841816493548265	7.3076923076923075	285.0	11.0	5.0	A22-A57;A31-A53;A35-A49;A39-A77;A59-A71	1.0	0.11410256410256416	1.079741475010865
spercheus_emarginatus_2	Spercheus_emarginatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Spercheus_emarginatus/GDMT00000000.toxin_renomeado.fasta	1	0.999827	78	10	0.1282051282051282	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(12)-C-x(5)-C	8,3,3,7,3,3,1,12,5	5.0	0.10256410256410277	0.06410256410256411	36.447435897435895	SP(Sec/SPI)	1	json	83.23911813643927	19.667665129215575	0.7437603993344426	0.6871880199667221	0.610648918469218	78.0	0.038461538461538464	0.23076923076923078	0.7307692307692307	7280.971095508921	0.49933650246547107	0.26755312994328995	0.21794871794871795	0.8620689655172413	78.0	21.68773994565126	7.256410256410256	283.0	10.0	5.0	A22-A55;A31-A51;A35-A47;A39-A76;A57-A70	1.0	0.10256410256410277	1.0741705439651863
aphodius_scrutator_2	Aphodius_scrutator	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Aphodius_scrutator/GKIV00000000.toxin_renomeado.fasta	1	0.999864	78	10	0.1282051282051282	C-x(8)-C-x(3)-C-x(3)-C-x(8)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,8,3,3,1,11,5	4.1	0.07179487179487197	0.08974358974358976	20.996153846153845	SP(Sec/SPI)	1	json	84.54941580756014	13.499027278267368	0.8195876288659794	0.6460481099656358	0.506872852233677	78.0	0.19230769230769232	0.2948717948717949	0.5128205128205128	6570.4174092736175	0.48384104482480383	0.24886209947354485	0.2564102564102564	0.8571428571428571	78.0	20.776647260507985	7.743589743589744	302.0	10.0	5.0	A23-A57;A32-A53;A36-A49;A40-A77;A59-A71	1.0	0.07179487179487197	1.0690988316151204
onthophagus_curvicornis_1	Onthophagus_curvicornis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Onthophagus_curvicornis/Onthophagus_curvicornis.fas.pasta.toxin_renomeado.fasta	1	0.999906	76	10	0.13157894736842105	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,7,3,3,1,11,5	2.0999999999999996	0.03421052631578941	0.10526315789473685	25.010657894736845	SP(Sec/SPI)	1	json	87.90302447552448	10.013260584388558	0.9440559440559441	0.7709790209790209	0.5402097902097902	76.0	0.2236842105263158	0.2631578947368421	0.5131578947368421	6396.66011457388	0.4765980190579507	0.2295070729977653	0.19736842105263158	0.8620689655172413	76.0	19.332796380845174	7.947368421052632	302.0	10.0	5.0	A23-A56;A32-A52;A36-A48;A40-A76;A58-A70	1.0	0.03421052631578941	1.0672534173721016
dichotomius_satanas_1	Dichotomius_satanas	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dichotomius_satanas/Dichotomius_satanas.fas.pasta.toxin_renomeado.fasta	1	0.999906	76	10	0.13157894736842105	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,7,3,3,1,11,5	2.0999999999999996	0.03421052631578941	0.10526315789473685	25.010657894736845	SP(Sec/SPI)	1	json	87.45026223776225	10.437394114924105	0.9248251748251748	0.7692307692307693	0.5314685314685315	76.0	0.21052631578947367	0.2631578947368421	0.5263157894736842	6494.2246666902465	0.4830733600240337	0.23869392606272835	0.18421052631578946	0.8620689655172413	76.0	20.189918456667346	7.842105263157895	298.0	10.0	5.0	A23-A56;A32-A52;A36-A48;A40-A76;A58-A70	1.0	0.03421052631578941	1.0663478928965773
pachypus_sp_1	Pachypus_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Pachypus_sp/GKKS00000000.toxin_renomeado.fasta	1	0.999285	85	11	0.12941176470588237	C-x(20)-C-x(8)-C-x(3)-C-x(3)-C-x(6)-C-x(6)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	20,8,3,3,6,6,3,1,11,5	4.1	0.020000000000000066	0.08235294117647059	35.52941176470588	SP(Sec/SPI)	1	json	83.18262518968135	19.820624470822978	0.7678300455235205	0.708649468892261	0.5978755690440061	85.0	0.18823529411764706	0.2235294117647059	0.5882352941176471	7675.748159679267	0.48411059351814745	0.25222352566736134	0.23529411764705882	0.8387096774193549	85.0	23.25651194713274	7.5058823529411764	319.0	11.0	5.0	A27-A62;A36-A58;A40-A51;A44-A82;A64-A76	1.0	0.020000000000000066	1.0537181915558334
bolboceras_sp_3	Bolboceras_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Bolboceras_sp/GKKA00000000.toxin_renomeado.fasta	1	0.999897	77	10	0.12987012987012986	C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,7,3,3,1,11,5	2.0999999999999996	0.02467532467532481	0.11688311688311688	34.345584415584405	SP(Sec/SPI)	1	json	81.20818336162988	18.580769526327135	0.6791171477079796	0.6196943972835314	0.5280135823429541	77.0	0.22077922077922077	0.23376623376623376	0.5454545454545454	6465.647503687341	0.4578214750938833	0.22423229982798767	0.24675324675324675	0.8518518518518519	77.0	19.214724603450335	8.12987012987013	313.0	10.0	5.0	A23-A56;A32-A52;A36-A48;A40-A76;A58-A70	1.0	0.02467532467532481	1.0510527303596235
