diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	Q98UI9	sp|Q98UI9|MUC5B_CHICK	42.857	49	25	2	2	48	313	360	49	2108	96	0.20	34.1	Mucin-5B OS=Gallus gallus OX=9031 GN=MUC5B PE=1 SV=1
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	Q98UI9	sp|Q98UI9|MUC5B_CHICK	30.435	46	30	1	3	48	782	825	49	2108	94	2.6	30.8	Mucin-5B OS=Gallus gallus OX=9031 GN=MUC5B PE=1 SV=1
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	Q8T0W0	sp|Q8T0W0|TIL6_PIMHY	35.417	48	28	1	1	48	32	76	49	77	98	0.22	33.7	Cysteine-rich venom protein 6 OS=Pimpla hypochondriaca OX=135724 PE=1 SV=1
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	A0A2R4SV19	sp|A0A2R4SV19|TIL6_APICE	38.298	47	28	1	2	48	36	81	49	87	96	0.38	32.9	Venom serine protease inhibitor OS=Apis cerana OX=7461 PE=2 SV=1
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	P57999	sp|P57999|ZAN_RABIT	40.000	50	27	2	2	49	1679	1727	49	2282	98	0.46	33.3	Zonadhesin (Fragment) OS=Oryctolagus cuniculus OX=9986 GN=ZAN PE=2 SV=2
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	Q80T03	sp|Q80T03|MUC6_MOUSE	46.000	50	21	3	2	48	353	399	49	2850	96	0.53	32.9	Mucin-6 OS=Mus musculus OX=10090 GN=Muc6 PE=2 SV=1
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	Q80T03	sp|Q80T03|MUC6_MOUSE	41.304	46	27	0	3	48	824	869	49	2850	94	1.6	31.6	Mucin-6 OS=Mus musculus OX=10090 GN=Muc6 PE=2 SV=1
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	Q6W4X9	sp|Q6W4X9|MUC6_HUMAN	36.957	46	29	0	3	48	782	827	49	2439	94	1.9	31.2	Mucin-6 OS=Homo sapiens OX=9606 GN=MUC6 PE=1 SV=3
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	Q6W4X9	sp|Q6W4X9|MUC6_HUMAN	42.000	50	23	2	2	48	311	357	49	2439	96	5.3	29.9	Mucin-6 OS=Homo sapiens OX=9606 GN=MUC6 PE=1 SV=3
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	P0CAI1	sp|P0CAI1|VF602_ASFP4	46.429	28	13	1	1	28	208	233	49	570	57	4.0	30.3	Protein B602L OS=African swine fever virus (isolate Tick/South Africa/Pretoriuskop Pr4/1996) OX=561443 GN=Pret-091 PE=3 SV=1
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	Q7Z5P9	sp|Q7Z5P9|MUC19_HUMAN	39.286	56	16	6	2	48	730	776	49	8384	96	4.3	30.3	Mucin-19 OS=Homo sapiens OX=9606 GN=MUC19 PE=1 SV=3
diphucephala_sp_2|species=Diphucephala_sp|mature_len=49|n_cys=9	P0DRJ0	sp|P0DRJ0|TILM_BOMIG	33.962	53	27	3	2	49	35	84	49	105	98	8.6	29.1	Venom metalloprotease inhibitor OS=Bombus ignitus OX=130704 PE=3 SV=1
euoniticellus_fulvus_1|species=Euoniticellus_fulvus|mature_len=32|n_cys=6	P83516	sp|P83516|TILI_RHIMP	46.667	30	16	0	3	32	33	62	32	65	94	0.002	38.4	Chymotrypsin-elastase inhibitor ixodidin OS=Rhipicephalus microplus OX=6941 PE=1 SV=2
euoniticellus_fulvus_1|species=Euoniticellus_fulvus|mature_len=32|n_cys=6	K7WRE1	sp|K7WRE1|TIL_BOMTE	50.000	34	15	1	1	32	42	75	32	75	100	1.3	30.3	Chymotrypsin inhibitor OS=Bombus terrestris OX=30195 PE=2 SV=1
euoniticellus_fulvus_1|species=Euoniticellus_fulvus|mature_len=32|n_cys=6	U5T7E4	sp|U5T7E4|TILVI_BOMIG	50.000	34	15	1	1	32	42	75	32	75	100	1.3	30.3	Venom serine protease inhibitor BiVSPI OS=Bombus ignitus OX=130704 PE=1 SV=1
euoniticellus_fulvus_1|species=Euoniticellus_fulvus|mature_len=32|n_cys=6	O88799	sp|O88799|ZAN_MOUSE	48.148	27	9	2	8	32	1197	1220	32	5376	78	2.3	29.5	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
euoniticellus_fulvus_1|species=Euoniticellus_fulvus|mature_len=32|n_cys=6	A0A2R4SV19	sp|A0A2R4SV19|TIL6_APICE	56.000	25	11	0	8	32	57	81	32	87	78	6.3	28.2	Venom serine protease inhibitor OS=Apis cerana OX=7461 PE=2 SV=1
euoniticellus_fulvus_1|species=Euoniticellus_fulvus|mature_len=32|n_cys=6	P0DM57	sp|P0DM57|TILI_CHATC	48.000	25	13	0	8	32	40	64	32	66	78	6.3	28.2	Venom peptide CtAPI OS=Chaerilus tricostatus OX=1055734 PE=3 SV=1
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	P83516	sp|P83516|TILI_RHIMP	53.333	30	14	0	5	34	33	62	35	65	86	0.002	38.4	Chymotrypsin-elastase inhibitor ixodidin OS=Rhipicephalus microplus OX=6941 PE=1 SV=2
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	Q559G8	sp|Q559G8|MOCOS_DICDI	61.111	18	3	1	12	25	520	537	35	1007	40	0.46	32.0	Molybdenum cofactor sulfurase OS=Dictyostelium discoideum OX=44689 GN=mocos PE=3 SV=2
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	Q7Z5P9	sp|Q7Z5P9|MUC19_HUMAN	57.143	28	9	1	10	34	749	776	35	8384	71	0.49	32.0	Mucin-19 OS=Homo sapiens OX=9606 GN=MUC19 PE=1 SV=3
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	Q6PZE0	sp|Q6PZE0|MUC19_MOUSE	61.538	26	6	2	10	31	326	351	35	7524	63	0.54	31.6	Mucin-19 OS=Mus musculus OX=10090 GN=Muc19 PE=2 SV=2
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	Q28833	sp|Q28833|VWF_PIG	53.333	30	12	2	6	34	353	381	35	2482	83	0.97	31.2	von Willebrand factor (Fragment) OS=Sus scrofa OX=9823 GN=VWF PE=2 SV=2
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	K7WRE1	sp|K7WRE1|TIL_BOMTE	48.276	29	15	0	6	34	47	75	35	75	83	1.8	29.9	Chymotrypsin inhibitor OS=Bombus terrestris OX=30195 PE=2 SV=1
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	U5T7E4	sp|U5T7E4|TILVI_BOMIG	48.276	29	15	0	6	34	47	75	35	75	83	1.8	29.9	Venom serine protease inhibitor BiVSPI OS=Bombus ignitus OX=130704 PE=1 SV=1
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	O88799	sp|O88799|ZAN_MOUSE	43.333	30	16	1	5	34	1192	1220	35	5376	86	2.2	29.9	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	O88799	sp|O88799|ZAN_MOUSE	48.148	27	13	1	8	34	3926	3951	35	5376	77	8.1	28.2	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	Q6N022	sp|Q6N022|TEN4_HUMAN	48.148	27	5	4	4	26	633	654	35	2769	66	2.5	29.9	Teneurin-4 OS=Homo sapiens OX=9606 GN=TENM4 PE=1 SV=2
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	Q8LGM7	sp|Q8LGM7|MOCOS_SOLLC	64.286	14	1	1	12	21	423	436	35	816	29	3.6	29.5	Molybdenum cofactor sulfurase OS=Solanum lycopersicum OX=4081 GN=FLACCA PE=2 SV=1
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	Q9C5X8	sp|Q9C5X8|MOCOS_ARATH	64.286	14	1	1	12	21	426	439	35	819	29	3.6	29.5	Molybdenum cofactor sulfurase OS=Arabidopsis thaliana OX=3702 GN=ABA3 PE=1 SV=1
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	Q655R6	sp|Q655R6|MOCOS_ORYSJ	64.286	14	1	1	12	21	429	442	35	824	29	3.6	29.5	Molybdenum cofactor sulfurase OS=Oryza sativa subsp. japonica OX=39947 GN=MCSU3 PE=2 SV=2
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	O93574	sp|O93574|RELN_CHICK	59.091	22	7	2	9	29	1170	1190	35	3209	60	4.1	29.1	Reelin (Fragment) OS=Gallus gallus OX=9031 GN=RELN PE=2 SV=1
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	P98091	sp|P98091|MUC19_BOVIN	56.522	23	7	1	10	29	622	644	35	4596	57	5.1	29.1	Mucin-19 OS=Bos taurus OX=9913 GN=MUC19 PE=2 SV=2
aphodius_scrutator_2|species=Aphodius_scrutator|mature_len=35|n_cys=6	Q3UHK6	sp|Q3UHK6|TEN4_MOUSE	46.154	26	7	3	4	26	635	656	35	2771	66	6.2	28.6	Teneurin-4 OS=Mus musculus OX=10090 GN=Tenm4 PE=1 SV=2
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	P23253	sp|P23253|TCNA_TRYCR	80.000	10	2	0	4	13	261	270	16	1162	63	3.6	26.5	Sialidase OS=Trypanosoma cruzi OX=5693 GN=TCNA PE=2 SV=1
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	Q5R7W0	sp|Q5R7W0|WIPI3_PONAB	66.667	12	4	0	2	13	320	331	16	344	75	3.7	26.5	WD repeat domain phosphoinositide-interacting protein 3 OS=Pongo abelii OX=9601 GN=WDR45B PE=2 SV=1
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	Q5MNZ6	sp|Q5MNZ6|WIPI3_HUMAN	66.667	12	4	0	2	13	320	331	16	344	75	3.7	26.5	WD repeat domain phosphoinositide-interacting protein 3 OS=Homo sapiens OX=9606 GN=WDR45B PE=1 SV=2
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	Q6W4X9	sp|Q6W4X9|MUC6_HUMAN	69.231	13	4	0	4	16	709	721	16	2439	81	5.5	26.1	Mucin-6 OS=Homo sapiens OX=9606 GN=MUC6 PE=1 SV=3
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	Q5R9P3	sp|Q5R9P3|SC23A_PONAB	66.667	12	4	0	4	15	426	437	16	765	75	7.1	25.7	Protein transport protein Sec23A OS=Pongo abelii OX=9601 GN=SEC23A PE=2 SV=1
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	Q01405	sp|Q01405|SC23A_MOUSE	66.667	12	4	0	4	15	426	437	16	765	75	7.1	25.7	Protein transport protein Sec23A OS=Mus musculus OX=10090 GN=Sec23a PE=1 SV=2
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	Q15436	sp|Q15436|SC23A_HUMAN	66.667	12	4	0	4	15	426	437	16	765	75	7.1	25.7	Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	A2VDL8	sp|A2VDL8|SC23A_BOVIN	66.667	12	4	0	4	15	426	437	16	768	75	7.1	25.7	Protein transport protein Sec23A OS=Bos taurus OX=9913 GN=SEC23A PE=2 SV=1
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	Q46LD2	sp|Q46LD2|HIS4_PROMT	76.923	13	1	1	3	15	9	19	16	256	81	7.4	25.7	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Prochlorococcus marinus (strain NATL2A) OX=59920 GN=hisA PE=3 SV=1
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	A2C1N4	sp|A2C1N4|HIS4_PROM1	76.923	13	1	1	3	15	9	19	16	256	81	7.4	25.7	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Prochlorococcus marinus (strain NATL1A) OX=167555 GN=hisA PE=3 SV=1
lepiserica_sp_1|species=Lepiserica_sp|mature_len=16|n_cys=2	Q9CR39	sp|Q9CR39|WIPI3_MOUSE	66.667	12	4	0	2	13	320	331	16	344	75	9.8	25.7	WD repeat domain phosphoinositide-interacting protein 3 OS=Mus musculus OX=10090 GN=Wdr45b PE=1 SV=2
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	Q9TWG0	sp|Q9TWG0|VKT1_ANESU	60.000	25	10	0	2	26	30	54	33	58	76	0.050	34.1	KappaPI-actitoxin-Avd3b OS=Anemonia sulcata OX=6108 PE=1 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P0DN11	sp|P0DN11|VKT7_ANEVI	60.000	25	10	0	2	26	46	70	33	82	76	0.055	34.1	U-actitoxin-Avd3j OS=Anemonia viridis OX=51769 PE=3 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P0DN14	sp|P0DN14|VKTA_ANEVI	60.000	25	10	0	2	26	46	70	33	82	76	0.064	34.1	U-actitoxin-Avd3m OS=Anemonia viridis OX=51769 PE=3 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P0DN06	sp|P0DN06|VKT1A_ANEVI	60.000	25	10	0	2	26	46	70	33	82	76	0.064	34.1	U-actitoxin-Avd3f OS=Anemonia viridis OX=51769 PE=3 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P0DN10	sp|P0DN10|VKT6_ANEVI	60.000	25	10	0	2	26	46	70	33	82	76	0.065	34.1	U-actitoxin-Avd3i OS=Anemonia viridis OX=51769 PE=3 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P0DN09	sp|P0DN09|VKT5_ANEVI	60.000	25	10	0	2	26	46	70	33	82	76	0.068	34.1	U-actitoxin-Avd3h OS=Anemonia viridis OX=51769 PE=3 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	Q9PVM2	sp|Q9PVM2|HBBA_SERQU	61.111	18	4	1	14	28	101	118	33	148	45	0.11	33.7	Hemoglobin subunit beta-A OS=Seriola quinqueradiata OX=8161 GN=hbb1 PE=2 SV=2
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	A6MFL2	sp|A6MFL2|VKT2_DEMVE	77.778	18	4	0	6	23	60	77	33	83	55	0.12	33.3	Kunitz-type serine protease inhibitor vestiginin-2 OS=Demansia vestigiata OX=412038 PE=2 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	A6MGX9	sp|A6MGX9|VKT5_DEMVE	77.778	18	4	0	6	23	60	77	33	83	55	0.13	33.3	Kunitz-type serine protease inhibitor vestiginin-5 OS=Demansia vestigiata OX=412038 PE=2 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	A6MFL1	sp|A6MFL1|VKT1_DEMVE	77.778	18	4	0	6	23	60	77	33	83	55	0.14	33.3	Kunitz-type serine protease inhibitor vestiginin-1 OS=Demansia vestigiata OX=412038 PE=2 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P0DN19	sp|P0DN19|VKTF_ANEVI	60.000	25	10	0	2	26	36	60	33	72	76	0.18	32.9	U-actitoxin-Avd3r (Fragment) OS=Anemonia viridis OX=51769 PE=2 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P0DN17	sp|P0DN17|VKTD_ANEVI	60.000	25	10	0	2	26	46	70	33	82	76	0.20	32.5	U-actitoxin-Avd3p OS=Anemonia viridis OX=51769 PE=3 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P11749	sp|P11749|HBB_THUTH	69.231	13	4	0	14	26	100	112	33	146	39	0.26	32.5	Hemoglobin subunit beta OS=Thunnus thynnus OX=8237 GN=hbb PE=1 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P84611	sp|P84611|HBB2_GADMO	61.111	18	4	1	14	28	101	118	33	147	45	0.43	31.6	Hemoglobin subunit beta-2 OS=Gadus morhua OX=8049 GN=hbb2 PE=1 SV=2
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P84604	sp|P84604|HBB2_ARCGL	61.111	18	4	1	14	28	101	118	33	147	45	0.43	31.6	Hemoglobin subunit beta-2 OS=Arctogadus glacialis OX=185735 GN=hbb2 PE=1 SV=2
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	Q1AGS6	sp|Q1AGS6|HBB2_BORSA	61.111	18	4	1	14	28	101	118	33	147	45	0.44	31.6	Hemoglobin subunit beta-2 OS=Boreogadus saida OX=44932 GN=hbb2 PE=1 SV=3
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	O09232	sp|O09232|HBB_MELAE	61.111	18	4	1	14	28	101	118	33	147	45	0.45	31.6	Hemoglobin subunit beta OS=Melanogrammus aeglefinus OX=8056 GN=hbb PE=2 SV=2
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	O13078	sp|O13078|HBB_MERMR	61.111	18	4	1	14	28	101	118	33	147	45	0.58	31.6	Hemoglobin subunit beta OS=Merlangius merlangus OX=8058 GN=hbb PE=2 SV=2
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P10280	sp|P10280|VKT52_ANESU	56.000	25	11	0	2	26	30	54	33	62	76	0.58	31.2	KappaPI-actitoxin-Avd3a OS=Anemonia sulcata OX=6108 PE=1 SV=2
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	Q9TWF8	sp|Q9TWF8|VKT3_ANESU	56.000	25	11	0	2	26	30	54	33	59	76	0.79	30.8	KappaPI-actitoxin-Avd3d OS=Anemonia sulcata OX=6108 PE=1 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P0DN08	sp|P0DN08|VKT53_ANEVI	56.000	25	11	0	2	26	46	70	33	82	76	0.80	30.8	KappaPI-actitoxin-Avd3e OS=Anemonia viridis OX=51769 PE=3 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P0DN07	sp|P0DN07|VKT4_ANEVI	56.000	25	11	0	2	26	46	70	33	82	76	1.0	30.8	U-actitoxin-Avd3g OS=Anemonia viridis OX=51769 PE=3 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P83478	sp|P83478|HBBC_CONCO	69.231	13	4	0	14	26	100	112	33	146	39	1.1	30.8	Hemoglobin cathodic subunit beta OS=Conger conger OX=82655 PE=1 SV=1
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	Q9PVM1	sp|Q9PVM1|HBBB_SERQU	55.556	18	5	1	14	28	101	118	33	148	45	1.5	30.3	Hemoglobin subunit beta-B OS=Seriola quinqueradiata OX=8161 GN=hbb2 PE=2 SV=3
brassicogethes_aeneus_2|species=Brassicogethes_aeneus|mature_len=33|n_cys=4	P86963	sp|P86963|KCP2_PINMA	44.828	29	16	0	1	29	125	153	33	337	88	2.1	29.9	BPTI/Kunitz domain-containing protein 2 OS=Pinctada maxima OX=104660 PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	P56682	sp|P56682|TILI_APIME	47.917	48	23	1	1	48	11	56	49	56	98	0.003	39.2	Chymotrypsin inhibitor OS=Apis mellifera OX=7460 PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	P83516	sp|P83516|TILI_RHIMP	38.298	47	27	1	2	48	18	62	49	65	96	0.003	39.2	Chymotrypsin-elastase inhibitor ixodidin OS=Rhipicephalus microplus OX=6941 PE=1 SV=2
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	Q8CJ69	sp|Q8CJ69|BMPER_MOUSE	53.488	43	18	2	1	43	637	677	49	685	88	0.010	38.4	BMP-binding endothelial regulator protein OS=Mus musculus OX=10090 GN=Bmper PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	O88799	sp|O88799|ZAN_MOUSE	42.308	52	25	2	2	49	4393	4443	49	5376	98	0.033	36.7	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	O88799	sp|O88799|ZAN_MOUSE	42.857	49	26	2	2	49	3309	3356	49	5376	98	0.035	36.7	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	O88799	sp|O88799|ZAN_MOUSE	40.385	52	26	2	2	49	4753	4803	49	5376	98	0.079	35.4	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	O88799	sp|O88799|ZAN_MOUSE	34.615	52	29	2	2	49	2589	2639	49	5376	98	0.66	32.5	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	O88799	sp|O88799|ZAN_MOUSE	32.692	52	30	2	2	49	2829	2879	49	5376	98	0.92	32.0	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	O88799	sp|O88799|ZAN_MOUSE	32.692	52	30	2	2	49	4513	4563	49	5376	98	1.9	31.2	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	O88799	sp|O88799|ZAN_MOUSE	32.075	53	31	2	1	49	3068	3119	49	5376	100	2.7	30.8	Zonadhesin OS=Mus musculus OX=10090 GN=Zan PE=1 SV=1
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	Q8N8U9	sp|Q8N8U9|BMPER_HUMAN	51.163	43	19	2	1	43	637	677	49	685	88	0.040	36.3	BMP-binding endothelial regulator protein OS=Homo sapiens OX=9606 GN=BMPER PE=1 SV=3
diphucephala_sp_3|species=Diphucephala_sp|mature_len=49|n_cys=9	Q8T0W5	sp|Q8T0W5|TIL1_PIMHY	42.857	49	26	2	1	48	37	84	49	85	98	0.055	35.4	Cysteine-rich venom protein 1 OS=Pimpla hypochondriaca OX=135724 PE=1 SV=1
